Students (? Values),Year: As at 1 July,Student: Year level,Student: Year level group,School: ID,Student: Ethnic Group,Student_age,School: Name,School: Sector,School: Type,School: Authority,School: Gender,School: Affiliation Type,School: Affiliation,School: Māori Medium Peak Body Affiliation,Region: Education Region,Region: Regional Council,Region: Territorial Authority,Region: MOE Local office,Te Mahau Rohe,Takiwa,EQI Band,EQI Group
81,2025,Total,Total,1093,Total,,Rawene School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
22,2025,Year 1,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
4,2025,Year 1,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
2,2025,Year 1,Primary (Year 1-8),1094,Asian,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
17,2025,Year 1,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
31,2025,Year 2,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
7,2025,Year 2,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 2,Primary (Year 1-8),1094,Asian,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
29,2025,Year 2,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
25,2025,Year 3,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
5,2025,Year 3,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 3,Primary (Year 1-8),1094,MELAA,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
31,2025,Year 3,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
34,2025,Year 4,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
7,2025,Year 4,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 4,Primary (Year 1-8),1094,Asian,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 4,Primary (Year 1-8),1094,MELAA,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
42,2025,Year 4,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
31,2025,Year 5,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
5,2025,Year 5,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
3,2025,Year 5,Primary (Year 1-8),1094,Asian,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 5,Primary (Year 1-8),1094,MELAA,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
38,2025,Year 5,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
31,2025,Year 6,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
2,2025,Year 6,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 6,Primary (Year 1-8),1094,Asian,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
19,2025,Year 6,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
4,2025,Year 7,Primary (Year 1-8),1094,Māori,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 7,Primary (Year 1-8),1094,Pacific,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 7,Primary (Year 1-8),1094,Asian,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
1,2025,Year 7,Primary (Year 1-8),1094,European\Pākehā,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
306,2025,Total,Total,1094,Total,,Ruakākā School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Whangarei District,Whangarei,200000,Te Tai Raro,Above Average,Moderate
7,2025,Year 1,Primary (Year 1-8),1095,Māori,,Ruawai Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Kaipara District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 1,Primary (Year 1-8),1095,Pacific,,Ruawai Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Kaipara District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 1,Primary (Year 1-8),1095,Asian,,Ruawai Primary School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Kaipara District,Whangarei,200000,Te Tai Raro,Many,More
